4.013377926421404673e+00,6.028368794326240732e+00,6.049822064056939119e+00,7.344632768361582187e+00,7.657657657657656713e+00,4.521276595744681437e+00,5.974025974025973795e+00,4.392764857881136464e+00,7.945205479452055464e+00,9.439528023598819928e+00,4.802259887005649652e+00,9.174311926605504652e+00,8.310249307479224967e+00,1.002785515320334220e+01,4.106776180698151535e+00,8.658008658008657932e+00,6.553911205073996271e+00,6.387665198237884923e+00,6.474820143884891799e+00,5.156950672645740141e+00
6.020066889632107454e+00,5.673758865248227146e+00,7.473309608540924742e+00,3.672316384180791093e+00,5.180180180180180116e+00,3.989361702127659726e+00,6.233766233766234066e+00,6.718346253229974252e+00,8.493150684931507044e+00,7.669616519174041080e+00,7.062146892655367658e+00,7.339449541284404077e+00,8.310249307479224967e+00,8.077994428969359930e+00,8.624229979466118579e+00,4.978354978354978755e+00,8.668076109936574625e+00,6.607929515418502042e+00,5.995203836930455665e+00,4.932735426008968638e+00
9.364548494983276683e+00,6.382978723404255206e+00,8.185053380782917998e+00,5.932203389830508655e+00,6.756756756756757021e+00,8.510638297872340274e+00,5.194805194805194759e+00,5.943152454780361360e+00,6.849315068493150527e+00,7.669616519174041080e+00,5.084745762711865069e+00,8.868501529051988186e+00,8.033240997229915692e+00,8.077994428969359930e+00,5.954825462012320436e+00,4.545454545454545858e+00,7.399577167019027790e+00,6.828193832599119162e+00,4.316546762589927866e+00,2.914798206278026882e+00
5.016722408026756064e+00,6.028368794326240732e+00,4.270462633451957757e+00,4.802259887005649652e+00,5.630630630630630407e+00,4.521276595744681437e+00,3.896103896103896069e+00,6.718346253229974252e+00,6.849315068493150527e+00,6.489675516224188812e+00,7.344632768361582187e+00,7.645259938837919655e+00,6.371191135734072475e+00,1.086350974930362057e+01,6.365503080082135057e+00,5.194805194805194759e+00,8.456659619450316967e+00,5.286343612334801989e+00,6.235011990407674176e+00,7.174887892376681897e+00
4.682274247491638342e+00,6.382978723404255206e+00,6.761565836298933263e+00,4.802259887005649652e+00,4.054054054054054390e+00,7.180851063829788217e+00,4.935064935064935376e+00,4.392764857881136464e+00,6.027397260273972712e+00,5.309734513274336543e+00,7.344632768361582187e+00,5.198776758409786147e+00,9.141274238227147464e+00,6.685236768802228724e+00,6.570841889117043699e+00,6.926406926406926345e+00,5.919661733615221522e+00,6.387665198237884923e+00,4.556354916067146377e+00,5.605381165919283148e+00
8.026755852842809347e+00,7.801418439716312214e+00,7.117437722419929891e+00,3.672316384180791093e+00,6.531531531531530987e+00,6.914893617021276917e+00,4.155844155844155452e+00,4.909560723514212022e+00,7.671232876712329229e+00,6.194690265486725522e+00,5.367231638418078710e+00,9.785932721712537585e+00,4.709141274238227481e+00,6.406685236768802305e+00,5.338809034907597173e+00,4.978354978354978755e+00,5.708245243128963864e+00,4.625550660792951518e+00,6.235011990407674176e+00,4.260089686098654127e+00
4.347826086956521507e+00,4.255319148936170137e+00,7.117437722419929891e+00,4.802259887005649652e+00,6.081081081081081585e+00,4.255319148936170137e+00,6.493506493506492561e+00,5.943152454780361360e+00,6.849315068493150527e+00,8.554572271386430060e+00,7.062146892655367658e+00,5.198776758409786147e+00,7.202216066481994972e+00,5.292479108635097518e+00,4.722792607802874798e+00,3.896103896103896069e+00,6.131078224101480068e+00,3.083700440528634346e+00,4.556354916067146377e+00,4.035874439461883512e+00
6.688963210702341122e+00,8.156028368794327577e+00,7.473309608540924742e+00,6.497175141242937713e+00,6.306306306306305842e+00,6.648936170212765617e+00,7.012987012987012214e+00,4.909560723514212022e+00,5.753424657534246478e+00,4.129793510324483385e+00,5.084745762711865069e+00,6.116207951070336435e+00,5.540166204986149090e+00,4.178272980501392730e+00,4.517453798767967044e+00,2.164502164502164483e+00,4.651162790697674687e+00,3.964757709251101492e+00,4.556354916067146377e+00,3.139013452914798386e+00
5.685618729096989732e+00,4.255319148936170137e+00,4.270462633451957757e+00,4.519774011299435124e+00,5.405405405405405261e+00,3.989361702127659726e+00,3.636363636363636243e+00,4.651162790697674687e+00,4.931506849315068663e+00,6.489675516224188812e+00,5.367231638418078710e+00,5.810397553516819968e+00,4.432132963988919983e+00,6.128133704735375886e+00,3.901437371663244669e+00,2.813852813852813828e+00,4.228329809725158484e+00,3.524229074889868141e+00,3.117505995203837088e+00,5.156950672645740141e+00
4.013377926421404673e+00,2.836879432624113573e+00,3.914590747330960685e+00,2.542372881355932535e+00,4.054054054054054390e+00,4.255319148936170137e+00,4.155844155844155452e+00,2.583979328165374678e+00,4.109589041095889961e+00,5.014749262536873253e+00,3.954802259887006066e+00,3.975535168195718505e+00,4.986149584487534980e+00,4.178272980501392730e+00,4.722792607802874798e+00,4.329004329004328966e+00,3.171247357293868863e+00,5.286343612334801989e+00,2.398081534772182444e+00,5.605381165919283148e+00
4.347826086956521507e+00,6.382978723404255206e+00,3.914590747330960685e+00,3.107344632768361592e+00,3.378378378378378510e+00,3.989361702127659726e+00,3.636363636363636243e+00,4.392764857881136464e+00,3.013698630136986356e+00,5.309734513274336543e+00,4.802259887005649652e+00,3.975535168195718505e+00,4.432132963988919983e+00,6.406685236768802305e+00,2.053388090349075767e+00,4.112554112554112962e+00,3.171247357293868863e+00,2.863436123348017670e+00,2.398081534772182444e+00,4.035874439461883512e+00
5.016722408026756064e+00,2.836879432624113573e+00,6.049822064056939119e+00,4.519774011299435124e+00,3.828828828828828357e+00,1.595744680851063801e+00,3.116883116883117033e+00,3.100775193798449791e+00,7.123287671232876761e+00,6.489675516224188812e+00,1.694915254237288060e+00,2.446483180428134396e+00,4.155124653739612484e+00,3.899721448467966756e+00,2.874743326488706341e+00,4.761904761904761862e+00,2.959830866807610761e+00,3.303964757709251021e+00,2.877697841726619021e+00,3.363228699551569445e+00
2.341137123745819171e+00,2.482269503546099543e+00,3.202846975088967874e+00,3.107344632768361592e+00,4.279279279279279535e+00,2.393617021276595924e+00,4.155844155844155452e+00,3.617571059431524461e+00,3.013698630136986356e+00,3.834808259587020540e+00,4.237288135593219707e+00,4.587155963302752326e+00,4.155124653739612484e+00,3.064066852367687943e+00,3.490759753593428716e+00,4.329004329004328966e+00,3.594080338266384622e+00,3.524229074889868141e+00,3.597122302158273222e+00,6.053811659192825267e+00
3.344481605351170561e+00,3.191489361702127603e+00,3.202846975088967874e+00,3.672316384180791093e+00,3.378378378378378510e+00,2.393617021276595924e+00,2.077922077922077726e+00,3.617571059431524461e+00,3.835616438356164615e+00,5.309734513274336543e+00,5.932203389830508655e+00,4.892966360856268793e+00,2.770083102493074545e+00,4.178272980501392730e+00,3.080082135523613651e+00,3.246753246753246280e+00,4.016913319238899938e+00,2.643171806167400995e+00,1.918465227817745644e+00,2.017937219730941756e+00
2.341137123745819171e+00,2.836879432624113573e+00,2.491103202846975062e+00,3.389830508474576121e+00,2.702702702702702631e+00,1.861702127659574435e+00,1.818181818181818121e+00,1.550387596899224896e+00,2.739726027397260122e+00,4.424778761061946675e+00,3.954802259887006066e+00,4.281345565749234972e+00,2.770083102493074545e+00,6.128133704735375886e+00,4.106776180698151535e+00,2.597402597402597380e+00,2.325581395348837344e+00,4.185022026431718167e+00,5.515587529976018644e+00,4.932735426008968638e+00
2.341137123745819171e+00,3.191489361702127603e+00,3.558718861209964945e+00,3.389830508474576121e+00,3.153153153153152921e+00,2.659574468085106336e+00,3.896103896103896069e+00,5.167958656330749356e+00,4.657534246575342429e+00,4.424778761061946675e+00,5.649717514124294127e+00,4.892966360856268793e+00,2.216066481994459991e+00,3.621169916434540337e+00,3.080082135523613651e+00,2.164502164502164483e+00,2.748414376321353103e+00,2.202643171806167643e+00,1.678657074340527577e+00,3.139013452914798386e+00
7.023411371237457956e+00,4.964539007092199085e+00,4.270462633451957757e+00,5.367231638418078710e+00,4.054054054054054390e+00,4.521276595744681437e+00,2.857142857142857206e+00,1.808785529715762230e+00,3.013698630136986356e+00,1.769911504424778848e+00,2.824858757062147063e+00,2.446483180428134396e+00,3.601108033240997486e+00,2.785515320334261968e+00,3.901437371663244669e+00,2.164502164502164483e+00,3.171247357293868863e+00,1.321585903083700497e+00,1.918465227817745644e+00,6.726457399103139556e-01
3.344481605351170561e+00,4.964539007092199085e+00,2.491103202846975062e+00,2.824858757062147063e+00,4.504504504504504681e+00,3.723404255319148870e+00,2.077922077922077726e+00,3.100775193798449791e+00,3.287671232876712146e+00,2.949852507374631116e+00,3.672316384180791093e+00,1.834862385321101019e+00,2.770083102493074545e+00,5.013927576601671099e+00,4.928131416837782552e+00,3.030303030303030276e+00,6.342494714587737503e-01,2.202643171806167643e+00,1.438848920863309511e+00,1.569506726457399193e+00
2.006688963210702337e+00,2.482269503546099543e+00,1.423487544483985623e+00,2.824858757062147063e+00,2.252252252252252340e+00,4.521276595744681437e+00,2.337662337662337553e+00,2.583979328165374678e+00,1.369863013698630061e+00,2.654867256637168271e+00,3.672316384180791093e+00,3.058103975535168217e+00,3.878116343490304541e+00,2.506963788300835549e+00,3.490759753593428716e+00,5.411255411255410763e+00,2.748414376321353103e+00,3.744493392070484372e+00,2.877697841726619021e+00,2.242152466367712815e+00
1.337792642140468224e+00,1.773049645390071039e+00,1.423487544483985623e+00,1.977401129943503033e+00,1.801801801801801828e+00,2.127659574468085069e+00,2.077922077922077726e+00,1.808785529715762230e+00,3.287671232876712146e+00,2.064896755162241693e+00,4.519774011299435124e+00,2.752293577981651751e+00,3.878116343490304541e+00,2.785515320334261968e+00,4.312114989733059289e+00,5.194805194805194759e+00,2.536997885835095001e+00,4.625550660792951518e+00,3.597122302158273222e+00,2.914798206278026882e+00
3.344481605351170561e+00,1.773049645390071039e+00,2.491103202846975062e+00,3.107344632768361592e+00,2.702702702702702631e+00,1.329787234042553168e+00,1.558441558441558517e+00,2.067183462532300009e+00,2.739726027397260122e+00,3.244837758112094406e+00,2.824858757062147063e+00,2.752293577981651751e+00,2.216066481994459991e+00,2.506963788300835549e+00,3.285420944558521850e+00,4.761904761904761862e+00,2.536997885835095001e+00,1.982378854625550746e+00,2.158273381294963933e+00,2.690582959641255822e+00
3.344481605351170561e+00,3.546099290780142077e+00,1.779359430604982473e+00,4.237288135593219707e+00,4.054054054054054390e+00,3.457446808510638459e+00,2.337662337662337553e+00,3.617571059431524461e+00,2.465753424657534332e+00,2.654867256637168271e+00,3.954802259887006066e+00,2.752293577981651751e+00,1.939058171745152270e+00,4.178272980501392730e+00,1.642710472279260925e+00,1.731601731601731586e+00,1.268498942917547501e+00,8.810572687224670352e-01,1.918465227817745644e+00,1.793721973094170474e+00
2.341137123745819171e+00,2.127659574468085069e+00,1.779359430604982473e+00,2.824858757062147063e+00,2.702702702702702631e+00,2.393617021276595924e+00,2.077922077922077726e+00,2.325581395348837344e+00,2.739726027397260122e+00,2.359882005899704982e+00,3.389830508474576121e+00,3.058103975535168217e+00,1.939058171745152270e+00,5.571030640668523937e+00,1.026694045174537884e+00,4.761904761904761862e+00,2.114164904862579242e+00,2.422907488986784319e+00,1.678657074340527577e+00,2.017937219730941756e+00
3.010033444816053727e+00,3.546099290780142077e+00,2.846975088967971246e+00,3.672316384180791093e+00,2.027027027027027195e+00,2.925531914893617191e+00,1.558441558441558517e+00,2.842377260981912013e+00,1.369863013698630061e+00,2.359882005899704982e+00,2.824858757062147063e+00,3.975535168195718505e+00,2.216066481994459991e+00,2.506963788300835549e+00,3.490759753593428716e+00,2.380952380952380931e+00,2.959830866807610761e+00,1.541850220264317173e+00,7.194244604316547553e-01,2.690582959641255822e+00
3.010033444816053727e+00,4.609929078014183723e+00,1.779359430604982473e+00,1.977401129943503033e+00,2.252252252252252340e+00,1.595744680851063801e+00,1.818181818181818121e+00,3.359173126614987126e+00,4.109589041095889961e+00,2.359882005899704982e+00,3.107344632768361592e+00,3.363914373088684684e+00,2.216066481994459991e+00,3.342618384401114362e+00,1.848049281314168457e+00,2.380952380952380931e+00,2.536997885835095001e+00,2.863436123348017670e+00,4.796163069544364110e-01,2.690582959641255822e+00
1.672240802675585281e+00,1.773049645390071039e+00,2.135231316725978878e+00,2.259887005649717562e+00,1.351351351351351315e+00,3.191489361702127603e+00,7.792207792207792583e-01,2.067183462532300009e+00,1.917808219178082307e+00,4.424778761061946675e+00,2.259887005649717562e+00,2.446483180428134396e+00,3.047091412742382488e+00,2.785515320334261968e+00,2.669404517453798587e+00,3.679653679653680065e+00,3.171247357293868863e+00,2.863436123348017670e+00,2.158273381294963933e+00,3.139013452914798386e+00
